rnd_seed,MSE_DR,,,MSE_UR,,,MSE_GCRF,,,RMSE_DR,,,RMSE_UR,,,RMSE_GCRF,,,R2_DR,,,R2_UR,,,R2_GCRF,,,alpha,beta
7402594,0.828334939673994,0.292896186543109,0.414881730528353,0.280893379981218,0.093854147771903,0.085280662965835,0.089868133133851,0.056234689147447,0.059015102533587,0.794988439925057,0.471508518711586,0.566682889337348,0.420659044345053,0.277918841664103,0.251825649001565,0.281756779031016,0.230090796133979,0.234174747064136,-19.5620626997716,-4.72355615587385,-5.63810768845375,-5.98201939356213,-0.914938623095248,-0.364490607453385,-1.25428552026826,-0.139626057693509,0.055758359462604,900.427571721375,609.08423576504
3046791,1.27665147865111,0.39358968541709,0.496806507129587,0.044606708543421,0.03104021848852,0.071857545538533,0.048642742885014,0.051628219666878,0.071716670176101,0.990923725828571,0.56146146268779,0.629029426549975,0.189684025426329,0.15785376933791,0.255761250901307,0.21280942270787,0.21898207191155,0.260240807664941,-27.0520002654359,-6.43595436385712,-6.94890411407345,0.02224894492107,0.408047411943885,-0.149720728616542,-0.066191579034285,0.018583694939943,-0.147466722817621,900.379867851734,602.158243909478
6479830,0.885774345632519,0.38575883862252,0.527195122776994,0.211461418250172,0.032489720286798,0.049207139895364,0.043867771179601,0.01540464030365,0.053130639989585,0.799858038051721,0.531296870020419,0.614439538115855,0.384764199323012,0.154843323287603,0.189299797952615,0.205480524204601,0.119828176772846,0.225516884206528,-21.512535648837,-7.06487524722885,-7.43512196443204,-4.32585525988505,0.325642572218505,0.212685761674159,-0.108680892693763,0.683014585292677,0.149909760166631,900.31040135771,607.941246189177
9558392,1.00041811885534,0.379431130389489,0.425978709907824,0.143274612721003,0.052809921751012,0.025530786328766,0.053943744212299,0.032171117696603,0.032556828921448,0.889473650521289,0.551984252357798,0.562837252891957,0.299595979251365,0.195442275619737,0.141266890403239,0.225985651526425,0.171738582297008,0.176045017956094,-23.3080702124315,-7.0815175735666,-5.81565935852525,-2.40505462022532,-0.125056134633827,0.591507418739734,-0.298741423855796,0.323052401983584,0.479090737256836,900.221937999129,612.763572238386
9569281,1.40466898026636,0.28496839784624,0.569994493874704,0.093417220159248,0.015455412599025,0.038060074150968,0.054229036738057,0.016145037760663,0.041790871973666,1.03795566415278,0.459087816101448,0.661541796014629,0.250410543232203,0.109782139574894,0.155431261251135,0.225788975936772,0.125822969690345,0.197115655949787,-32.7478773131042,-4.95403942535905,-8.11991190199535,-1.21829913224418,0.667767332162202,0.391038813584514,-0.307131153629109,0.657756748935834,0.331346048421344,900.441233843565,615.046134456992
9734754,1.13906952431938,0.457612454974885,0.563810555123727,0.180688487867257,0.051706925349558,0.030953529280219,0.141087945567789,0.067762192875037,0.037082348167545,0.957945496306475,0.599322318886029,0.667420085064377,0.37080946930988,0.203930384873112,0.165265241007134,0.353232427244322,0.24554700078385,0.188701019692065,-25.1787385663719,-9.0653368350897,-8.02096888197984,-3.13723169554744,-0.13452740745312,0.504743531516485,-2.23491332732446,-0.478422035970534,0.406682429319266,900.342680037022,612.715520255268
7789704,1.11919048818826,0.353146986147797,0.761222888512171,0.086456825215655,0.143297311663763,0.426615416924144,0.055485544046475,0.100384947642221,0.27200074433538,0.901360360413526,0.511700791714826,0.742843363024733,0.245106282069876,0.30068485708996,0.506659554671449,0.228825414462205,0.280087899205531,0.45822095699342,-24.516931195914,-5.57327471308382,-11.1795662161949,-0.966713358373249,-1.70721647974698,-5.82584667078642,-0.273586503166209,-0.890156250014111,-3.35201190936614,900.229334428907,607.522297337651
837738,0.95508013944066,0.400941840379067,0.333180500819271,0.269146202098723,0.101934402190071,0.124218030383377,0.088056149278827,0.061361671854105,0.118981846727484,0.834778420011283,0.552884661679764,0.530546052526633,0.470339872784709,0.291264048350097,0.303927880526508,0.287935543992374,0.234284839744963,0.311541065256683,-22.1490531317652,-7.51296303224843,-4.33088801310838,-5.42513748616874,-1.16246044905906,-0.987488486134057,-1.10947361631449,-0.295396730569723,-0.903709547639757,900.301922060549,611.338591016829
2529087,1.11058851776845,0.262307267841793,0.551539112316635,0.165261962831626,0.033755631294849,0.088910285566045,0.109240055197503,0.024889122255778,0.058023140038237,0.859119349352352,0.413097101633671,0.613778508394358,0.337870833743733,0.159061796944565,0.224556572255737,0.314515493606815,0.15373777285146,0.218809377496548,-26.5727951789274,-4.25242390774689,-7.82462579706623,-3.05358141342503,0.3352045677307,-0.422564569056728,-1.70500914882787,0.514176286095599,0.071629759388205,900.441552564502,608.8038739115
4486318,1.05295000574038,0.481764411916669,0.325151180771352,0.619276781112406,0.333634428259369,0.09114651739623,0.213698480824554,0.042384975583228,0.029668453839302,0.881496093418798,0.593023113780575,0.455037540835337,0.56461585724231,0.389296233921064,0.218298435343755,0.407197506655119,0.190995638413252,0.168834208688732,-18.8749225599691,-8.97378332432248,-4.2024188923417,-10.6257153565257,-5.83880724756267,-0.458344278339693,-3.05099613096965,0.136875393462515,0.525304738571157,900.230267286301,606.53761061281
