1366719878 function calls (1324972940 primitive calls) in 1086.654 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       33    0.000    0.000    0.000    0.000 doccer.py:238(unindent_string)
    33/21    0.000    0.000    0.001    0.000 typing.py:340(__getitem__)
     32/9    0.000    0.000    0.005    0.001 pyparsing.py:4434(leaveWhitespace)
       32    0.000    0.000    0.000    0.000 rcsetup.py:863(<genexpr>)
       32    0.000    0.000    0.005    0.000 rings.py:305(clone)
       32    0.000    0.000    0.000    0.000 rings.py:439(<listcomp>)
       32    0.000    0.000    0.005    0.000 rings.py:436(drop)
       32    0.001    0.000    0.001    0.000 polyoptions.py:127(__init__)
       32    0.000    0.000    0.000    0.000 polyoptions.py:485(postprocess)
       32    0.000    0.000    0.000    0.000 polyoptions.py:505(postprocess)
       32    0.000    0.000    0.000    0.000 polyoptions.py:520(postprocess)
       32    0.000    0.000    0.000    0.000 polyoptions.py:553(postprocess)
       32    0.000    0.000    0.000    0.000 polyoptions.py:578(postprocess)
       32    0.000    0.000    0.000    0.000 polyoptions.py:616(postprocess)
       32    0.000    0.000    0.000    0.000 symbol.py:616(literal)
       32    0.000    0.000    0.000    0.000 pyparsing.py:209(__init__)
       32    0.000    0.000    0.000    0.000 _pslinux.py:1506(wrap_exceptions)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:68(<genexpr>)
       32    0.000    0.000    0.000    0.000 pathlib.py:291(splitroot)
       32    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
       32    0.000    0.000    0.000    0.000 enum.py:360(__members__)
       32    0.000    0.000    0.000    0.000 contextlib.py:210(contextmanager)
       32    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
       31    0.000    0.000    0.000    0.000 cm.py:48(revcmap)
       31    0.000    0.000    0.000    0.000 assumptions.py:239(make_property)
       31    0.000    0.000    0.000    0.000 pathlib.py:63(parse_parts)
       31    0.000    0.000    0.008    0.000 _collections_abc.py:824(update)
       30    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
       30    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
       30    0.000    0.000    0.000    0.000 axis.py:340(<genexpr>)
       30    0.000    0.000    0.000    0.000 rcsetup.py:304(__call__)
       30    0.000    0.000    0.002    0.000 rcsetup.py:464(validate_font_properties)
       30    0.000    0.000    0.008    0.000 __init__.py:771(__init__)
       30    0.000    0.000    0.012    0.000 mul.py:1709(prod)
    30/24    0.000    0.000    0.013    0.001 mul.py:918(<listcomp>)
       30    0.000    0.000    0.000    0.000 _make.py:589(<genexpr>)
       30    0.000    0.000    0.002    0.000 artist.py:1064(set)
       30    0.000    0.000    0.000    0.000 getlimits.py:19(_fr0)
       30    0.000    0.000    0.000    0.000 getlimits.py:27(_fr1)
       30    0.000    0.000    0.000    0.000 getlimits.py:42(<lambda>)
       30    0.000    0.000    0.001    0.000 getlimits.py:43(<lambda>)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:238(_add_array_type)
       30    0.000    0.000    0.000    0.000 pathlib.py:640(_parse_args)
       30    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
       29    0.000    0.000    0.003    0.000 polyhedron.py:771(_string_to_perm)
       29    0.000    0.000    0.001    0.000 permutations.py:1200(rmul)
       29    0.000    0.000    0.000    0.000 function.py:1438(_sort_variable_count)
       29    0.000    0.000    0.000    0.000 numbers.py:2009(__radd__)
    29/26    0.000    0.000    0.179    0.007 singleton.py:170(__call__)
       29    0.000    0.000    0.000    0.000 rational.py:7(create_reduced)
       29    0.000    0.000    0.000    0.000 rational.py:31(__new__)
       28    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
       28    0.000    0.000    0.000    0.000 rcsetup.py:56(<dictcomp>)
       28    0.000    0.000    0.000    0.000 rcsetup.py:46(__init__)
       28    0.000    0.000    0.000    0.000 galoistools.py:561(gf_sqr)
       28    0.000    0.000    0.000    0.000 polyoptions.py:204(clone)
       28    0.000    0.000    0.000    0.000 polyoptions.py:277(default)
       28    0.000    0.000    0.005    0.000 mul.py:193(<listcomp>)
       28    0.000    0.000    0.000    0.000 pyparsing.py:3997(__init__)
       28    0.000    0.000    0.000    0.000 __init__.py:1884(__init__)
       28    0.000    0.000    0.001    0.000 __init__.py:1893(get_metadata)
       28    0.000    0.000    0.000    0.000 __init__.py:1902(_warn_on_replacement)
       28    0.000    0.000    0.001    0.000 __init__.py:1910(get_metadata_lines)
       28    0.000    0.000    0.000    0.000 enum.py:64(__init__)
       28    0.000    0.000    0.000    0.000 enum.py:125(__prepare__)
       28    0.000    0.000    0.000    0.000 enum.py:152(<dictcomp>)
       28    0.000    0.000    0.001    0.000 enum.py:177(<setcomp>)
       28    0.002    0.000    0.005    0.000 enum.py:135(__new__)
       28    0.000    0.000    0.000    0.000 enum.py:335(__getattr__)
       28    0.000    0.000    0.000    0.000 enum.py:474(_find_new_)
       28    0.000    0.000    0.000    0.000 weakref.py:66(__call__)
       28    0.000    0.000    0.000    0.000 posixpath.py:232(expanduser)
       28    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
       27    0.000    0.000    0.000    0.000 axis.py:1396(get_major_formatter)
       27    0.000    0.000    0.001    0.000 core.py:172(iter_style_files)
       27    0.000    0.000    0.000    0.000 ticker.py:625(format_data_short)
       27    0.000    0.000    0.000    0.000 pyparsing.py:5066(__init__)
       27    0.000    0.000    0.010    0.000 pyparsing.py:3263(__init__)
       27    0.000    0.000    0.000    0.000 __init__.py:885(is_url)
       27    0.002    0.000    0.012    0.000 __init__.py:908(_rc_params_in_file)
       27    0.000    0.000    0.017    0.001 __init__.py:973(rc_params_from_file)
       27    0.000    0.000    0.012    0.000 dimensions.py:185(__mul__)
       27    0.000    0.000    0.000    0.000 permutations.py:429(__init__)
       27    0.000    0.000    0.000    0.000 galoistools.py:443(gf_quo_ground)
       27    0.000    0.000    0.000    0.000 pretty_symbology.py:137(<genexpr>)
       27    0.000    0.000    0.000    0.000 pretty_symbology.py:138(<genexpr>)
       27    0.000    0.000    0.001    0.000 mul.py:629(<listcomp>)
       27    0.000    0.000    0.000    0.000 expr.py:975(_parse_order)
       27    0.000    0.000    0.000    0.000 expr.py:1068(<listcomp>)
    27/24    0.000    0.000    0.023    0.001 expr.py:1016(as_ordered_terms)
    27/24    0.002    0.000    0.021    0.001 expr.py:1070(as_terms)
       27    0.000    0.000    0.002    0.000 pyparsing.py:1039(_trim_arity)
       27    0.000    0.000    0.000    0.000 artist.py:20(allow_rasterization)
       27    0.000    0.000    0.000    0.000 _add_newdocs.py:6709(<genexpr>)
       27    0.000    0.000    0.000    0.000 locale.py:647(getpreferredencoding)
       27    0.000    0.000    0.000    0.000 functools.py:492(decorating_function)
       27    0.000    0.000    0.000    0.000 functools.py:458(lru_cache)
       26    0.000    0.000    0.000    0.000 core.py:56(is_style_file)
       26    0.000    0.000    0.029    0.001 prefixes.py:34(__new__)
       26    0.000    0.000    0.001    0.000 dimensions.py:178(__pow__)
       26    0.000    0.000    0.000    0.000 polyclasses.py:295(convert)
       26    0.000    0.000    0.000    0.000 pretty_symbology.py:134(<lambda>)
       26    0.000    0.000    0.000    0.000 pretty_symbology.py:135(<lambda>)
       26    0.000    0.000    0.000    0.000 constructor.py:13(_construct_simple)
       26    0.000    0.000    0.012    0.000 constructor.py:220(construct_domain)
       26    0.000    0.000    0.036    0.001 polyutils.py:63(_sort_gens)
       26    0.000    0.000    0.000    0.000 polyoptions.py:333(default)
       26    0.003    0.000    0.054    0.002 polyutils.py:227(_parallel_dict_from_expr_no_gens)
       26    0.000    0.000    0.000    0.000 singleton.py:96(register)
       26    0.000    0.000    0.000    0.000 singleton.py:120(__repr__)
       26    0.000    0.000    0.001    0.000 singleton.py:165(__new__)
       26    0.000    0.000    0.000    0.000 core.py:58(__setattr__)
       26    0.000    0.000    0.002    0.000 _make.py:231(_make_attr_tuple_class)
       26    0.000    0.000    0.009    0.000 pyparsing.py:2779(__init__)
       26    0.000    0.000    0.002    0.000 pyparsing.py:1047(extract_stack)
       26    0.000    0.000    0.000    0.000 message.py:479(set_raw)
       26    0.000    0.000    0.000    0.000 _policybase.py:293(header_source_parse)
       26    0.000    0.000    0.001    0.000 _backend.py:102(generate_multimethod)
       26    0.000    0.000    0.001    0.000 _backend.py:216(get_defaults)
       26    0.000    0.000    0.001    0.000 _basic.py:16(_dispatch)
       26    0.000    0.000    0.000    0.000 core.py:916(__init__)
       26    0.000    0.000    0.000    0.000 core.py:6618(__init__)
       26    0.000    0.000    0.000    0.000 core.py:6623(getdoc)
       25    0.000    0.000    0.000    0.000 pyparsing.py:4809(__init__)
       25    0.000    0.000    0.003    0.000 pyparsing.py:1275(_trim_arity)
       25    0.000    0.000    0.000    0.000 rcsetup.py:316(<listcomp>)
       25    0.000    0.000    0.000    0.000 galoistools.py:1013(gf_gcd)
    25/24    0.000    0.000    0.001    0.000 factor_.py:826(factorint)
       25    0.000    0.000    0.000    0.000 densearith.py:547(<listcomp>)
       25    0.000    0.000    0.000    0.000 pretty_symbology.py:125(<genexpr>)
       25    0.000    0.000    0.000    0.000 pretty_symbology.py:126(<genexpr>)
       25    0.000    0.000    0.000    0.000 pretty_symbology.py:150(<genexpr>)
       25    0.000    0.000    0.000    0.000 pretty_symbology.py:151(<genexpr>)
       25    0.000    0.000    0.000    0.000 polyutils.py:162(order_no_multiple_key)
       25    0.000    0.000    0.000    0.000 polyoptions.py:63(__init__)
       25    0.000    0.000    0.000    0.000 libmpf.py:410(from_float)
       25    0.000    0.000    0.000    0.000 _make.py:285(_get_annotations)
       25    0.000    0.000    0.000    0.000 _make.py:364(<listcomp>)
       25    0.000    0.000    0.000    0.000 _make.py:372(<dictcomp>)
       25    0.000    0.000    0.000    0.000 _make.py:387(<listcomp>)
       25    0.000    0.000    0.003    0.000 _make.py:308(_transform_attrs)
       25    0.000    0.000    0.000    0.000 _make.py:469(<genexpr>)
       25    0.000    0.000    0.003    0.000 _make.py:450(__init__)
       25    0.000    0.000    0.001    0.000 _make.py:489(build_class)
       25    0.000    0.000    0.008    0.000 _make.py:946(wrap)
       25    0.000    0.000    0.002    0.000 _make.py:767(attrs)
       25    0.000    0.000    0.000    0.000 _make.py:1169(<listcomp>)
       25    0.000    0.000    0.002    0.000 _make.py:1168(_make_eq)
       25    0.000    0.000    0.002    0.000 pyparsing.py:1250(setParseAction)
       25    0.000    0.000    0.000    0.000 pathlib.py:660(_from_parts)
       25    0.000    0.000    0.000    0.000 pathlib.py:1007(__new__)
       25    0.000    0.000    0.000    0.000 {built-in method math.frexp}
       25    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       24    0.000    0.000    0.000    0.000 dviread.py:155(<listcomp>)
       24    0.000    0.000    0.000    0.000 dviread.py:154(decorate)
       24    0.000    0.000    0.000    0.000 dviread.py:123(_dispatch)
       24    0.000    0.000    0.000    0.000 patches.py:1858(<genexpr>)
       24    0.000    0.000    0.000    0.000 patches.py:1862(<genexpr>)
     24/4    0.000    0.000    0.001    0.000 pyparsing.py:3999(streamline)
    24/12    0.001    0.000    0.002    0.000 pyparsing.py:4217(parseImpl)
       24    0.000    0.000    0.003    0.000 pyparsing.py:1283(extract_stack)
       24    0.000    0.000    0.000    0.000 solvers.py:171(<genexpr>)
       24    0.000    0.000    0.051    0.002 simplify.py:545(shorter)
       24    0.000    0.000    0.000    0.000 monomials.py:144(monomial_div)
       24    0.000    0.000    0.000    0.000 monomials.py:195(<listcomp>)
       24    0.000    0.000    0.000    0.000 monomials.py:173(monomial_ldiv)
    24/12    0.000    0.000    0.000    0.000 domain.py:242(unify)
       24    0.000    0.000    0.000    0.000 polytools.py:428(per)
       24    0.000    0.000    0.000    0.000 mul.py:592(<genexpr>)
       24    0.000    0.000    0.000    0.000 ctx_iv.py:384(make_mpf)
       24    0.000    0.000    0.000    0.000 calculus.py:4(defun)
       24    0.000    0.000    0.000    0.000 _make.py:1461(_attrs_to_init_script)
       24    0.000    0.000    0.002    0.000 _make.py:679(add_init)
       24    0.000    0.000    0.000    0.000 _make.py:1343(<listcomp>)
       24    0.000    0.000    0.002    0.000 _make.py:1340(_make_init)
       24    0.000    0.000    0.000    0.000 pyparsing.py:411(__getitem__)
       24    0.000    0.000    0.000    0.000 _testutils.py:26(__init__)
       24    0.000    0.000    0.000    0.000 tokenize.py:143(<listcomp>)
       23    0.000    0.000    0.000    0.000 figure.py:1728(get_axes)
       23    0.000    0.000    0.008    0.000 backend_bases.py:1314(__init__)
       23    0.000    0.000    0.000    0.000 backend_bases.py:1349(_update_enter_leave)
       23    0.000    0.000    0.005    0.000 backend_bases.py:1858(<listcomp>)
       23    0.000    0.000    0.006    0.000 backend_bases.py:1842(inaxes)
       23    0.000    0.000    0.000    0.000 patches.py:113(_process_radius)
       23    0.000    0.000    0.005    0.000 patches.py:154(contains_point)
     23/7    0.000    0.000    0.001    0.000 pyparsing.py:4453(streamline)
       23    0.000    0.000    0.000    0.000 deprecation.py:207(_deprecated_property)
       23    0.000    0.000    0.000    0.000 deprecation.py:226(finalize)
       23    0.000    0.000    0.000    0.000 galoistools.py:345(<listcomp>)
       23    0.000    0.000    0.000    0.000 galoistools.py:328(gf_to_int_poly)
       23    0.000    0.000    0.000    0.000 hooks.py:38(setattr_hookspec_opts)
       23    0.000    0.000    0.000    0.000 hooks.py:21(__call__)
       23    0.000    0.000    0.002    0.000 _make.py:695(add_eq)
       23    0.000    0.000    0.000    0.000 _make.py:705(add_order)
       23    0.000    0.000    0.000    0.000 _make.py:1208(<listcomp>)
       23    0.000    0.000    0.000    0.000 _make.py:1207(_make_order)
       23    0.000    0.000    0.000    0.000 pyparsing.py:2742(__str__)
       23    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.point_in_path}
       23    0.000    0.000    0.002    0.000 path.py:451(contains_point)
       23    0.000    0.000    0.002    0.000 overrides.py:200(decorator)
       23    0.000    0.000    0.000    0.000 overrides.py:196(array_function_from_dispatcher)
       23    0.000    0.000    0.000    0.000 _collections_abc.py:302(__subclasshook__)
